,cdrRecordType,globalCallID_callManagerId,globalCallID_callId,origLegCallIdentifier,year,month,day,hour,source,destination,concurrency,dateTimeOrigination,origNodeId,origSpan,origIpAddr,callingPartyNumber,callingPartyUnicodeLoginUserID,origCause_location,origCause_value,origPrecedenceLevel,origMediaTransportAddress_IP,origMediaTransportAddress_Port,origMediaCap_payloadCapability,origMediaCap_maxFramesPerPacket,origMediaCap_g723BitRate,origVideoCap_Codec,origVideoCap_Bandwidth,origVideoCap_Resolution,origVideoTransportAddress_IP,origVideoTransportAddress_Port,origRSVPAudioStat,origRSVPVideoStat,destLegIdentifier,destNodeId,destSpan,destIpAddr,originalCalledPartyNumber,finalCalledPartyNumber,finalCalledPartyUnicodeLoginUserID,destCause_location,destCause_value,destPrecedenceLevel,destMediaTransportAddress_IP,destMediaTransportAddress_Port,destMediaCap_payloadCapability,destMediaCap_maxFramesPerPacket,destMediaCap_g723BitRate,destVideoCap_Codec,destVideoCap_Bandwidth,destVideoCap_Resolution,destVideoTransportAddress_IP,destVideoTransportAddress_Port,destRSVPAudioStat,destRSVPVideoStat,dateTimeConnect,dateTimeDisconnect,lastRedirectDn,pkid,originalCalledPartyNumberPartition,callingPartyNumberPartition,finalCalledPartyNumberPartition,lastRedirectDnPartition,duration,origDeviceName,destDeviceName,origCallTerminationOnBehalfOf,destCallTerminationOnBehalfOf,origCalledPartyRedirectOnBehalfOf,lastRedirectRedirectOnBehalfOf,origCalledPartyRedirectReason,lastRedirectRedirectReason,destConversationId,globalCallId_ClusterID,joinOnBehalfOf,comment,authCodeDescription,authorizationLevel,clientMatterCode,origDTMFMethod,destDTMFMethod,callSecuredStatus,origConversationId,origMediaCap_Bandwidth,destMediaCap_Bandwidth,authorizationCodeValue,outpulsedCallingPartyNumber,outpulsedCalledPartyNumber,origIpv4v6Addr,destIpv4v6Addr,origVideoCap_Codec_Channel2,origVideoCap_Bandwidth_Channel2,origVideoCap_Resolution_Channel2,origVideoTransportAddress_IP_Channel2,origVideoTransportAddress_Port_Channel2,origVideoChannel_Role_Channel2,destVideoCap_Codec_Channel2,destVideoCap_Bandwidth_Channel2,destVideoCap_Resolution_Channel2,destVideoTransportAddress_IP_Channel2,destVideoTransportAddress_Port_Channel2,destVideoChannel_Role_Channel2,incomingProtocolID,incomingProtocolCallRef,outgoingProtocolID,outgoingProtocolCallRef,currentRoutingReason,origRoutingReason,lastRedirectingRoutingReason,huntPilotDN,huntPilotPartition,calledPartyPatternUsage,outpulsedOriginalCalledPartyNumber,outpulsedLastRedirectingNumber,wasCallQueued,totalWaitTimeInQueue,callingPartyNumber_uri,originalCalledPartyNumber_uri,finalCalledPartyNumber_uri,lastRedirectDn_uri,mobileCallingPartyNumber,finalMobileCalledPartyNumber,origMobileDeviceName,destMobileDeviceName,origMobileCallDuration,destMobileCallDuration,mobileCallType,originalCalledPartyPattern,finalCalledPartyPattern,lastRedirectingPartyPattern,huntPilotPattern,orignumberPacketsSent,orignumberPacketsReceived,orignumberPacketsLost,origjitter,origlatency,destnumberPacketsSent,destnumberPacketsReceived,destnumberPacketsLost,destjitter,destlatency,dateTimeOrigination1,dateTimeConnect1,dateTimeDisconnect1
10,1,6,1161,104395956,2021,December,09,03 PM,Argentina,Argentina,0,"09/Dec/2021, 03:59, PM",6,0,369561354,7046437,\ ,0,16,4,369561354,21074,44,20,0,103,1936,10,369561354,25504,0,0,104395957,6,104395957,185011978,23393457903,23393457903,\ ,0,0,4,185011978,53380,44,20,0,103,1920,0,185011978,64088,0,0,"09/Dec/2021, 03:59, PM","09/Dec/2021, 04:00, PM",23393457903,ead06b9a-2d7f-4fe4-9912-16aaf8040a1c,PT_VM_ARG,PT_Internas,PT_VM_ARG,PT_VM_ARG,70,SEP00778D90C0A6,ARGTTPR01-SIP-TRUNK,12,0,0,0,0,0,0,CCAFCUCM,0,,,0,,2,3,0,0,64,64,,,,10.15.7.22,10.15.7.11,103,0,11,369561354,26014,0,103,0,11,185011978,63122,0,0,,1,26FD8E8000010000000000C4174D970A,0,0,0,,,9,,,0,0,SR_ARG_NEUQUEN@cafvid.caf.com,23393457903@cafwbx.webex.com,23393457903@cafwbx.webex.com,23393457903@cafwbx.webex.com,,,,,0,0,0,([mM][oO][cC].[xX][eE][bB][eE][wW].[xX][bB][wW][fF,([mM][oO][cC].[xX][eE][bB][eE][wW].[xX][bB][wW][fF,([mM][oO][cC].[xX][eE][bB][eE][wW].[xX][bB][wW][fF,,,,,,,,,,,,2021-12-09 15:59:38-03:00,2021-12-09 15:59:40-03:00,2021-12-09 16:00:50-03:00
11,1,6,1162,104395958,2021,December,09,04 PM,Argentina,Venezuela,0,"09/Dec/2021, 04:02, PM",6,0,369561354,7046437,\ ,0,16,4,369561354,22776,44,20,0,103,1920,10,369561354,24976,0,0,104395959,6,104395959,525178634,23393457903,23393457903,\ ,0,0,4,525178634,58108,44,20,0,103,1920,0,525178634,58110,0,0,"09/Dec/2021, 04:03, PM","09/Dec/2021, 04:10, PM",23393457903,f11d9fee-fef8-4253-907b-136213e9460d,PT_Internas,PT_Internas,PT_Internas,PT_Internas,453,SEP00778D90C0A6,CDPTTPR24-SIP-TRUNK,12,0,0,0,0,0,0,CCAFCUCM,0,,,0,,2,3,2,0,64,64,,,,10.15.7.22,10.151.77.31,103,0,11,369561354,26050,0,103,0,11,525178634,58114,0,0,,1,9ECBB90000010000000000C5174D970A,0,0,0,,,9,,,0,0,SR_ARG_NEUQUEN@cafvid.caf.com,23393457903@webex.com,23393457903@webex.com,23393457903@webex.com,,,,,0,0,0,([\\-.a-zA-Z0-9]?.[\\-.a-zA-Z0-9]?),([\\-.a-zA-Z0-9]?.[\\-.a-zA-Z0-9]?),([\\-.a-zA-Z0-9]?.[\\-.a-zA-Z0-9]?),,,,,,,,,,,,2021-12-09 16:02:59-03:00,2021-12-09 16:03:02-03:00,2021-12-09 16:10:35-03:00
12,1,9,1146,154726397,2021,December,09,04 PM,Uruguay,Venezuela,0,"09/Dec/2021, 04:31, PM",9,0,520558090,7033219,FBORIT,0,16,4,520558090,16716,44,20,0,103,1920,10,520558090,26304,0,0,154726398,9,154726398,525178634,1124973039.cafvid,1124973039.cafvid,\ ,0,0,4,525178634,58136,44,20,0,103,1920,10,525178634,58138,0,0,"09/Dec/2021, 04:31, PM","09/Dec/2021, 04:41, PM",1124973039.cafvid,a8bc87cc-a3a2-43dd-89fd-de897efc6404,PT_Internas,PT_Internas,PT_Internas,PT_Internas,628,SEP084FA91E33A5,CDPTTPR24-SIP-TRUNK,12,0,0,0,0,0,0,CCAFCUCM,0,,,0,,2,3,2,0,64,64,,,,10.22.7.31,10.151.77.31,103,0,11,520558090,25630,0,103,0,10,525178634,58142,0,0,,1,96757D000001000000000091194D970A,0,0,0,,,9,,,0,0,vc_fborit@cafvid.caf.com,1124973039.cafvid@m.webex.com,1124973039.cafvid@m.webex.com,1124973039.cafvid@m.webex.com,,,,,0,0,0,1124973039.cafvid@m.webex.com,1124973039.cafvid@m.webex.com,1124973039.cafvid@m.webex.com,,,,,,,,,,,,2021-12-09 16:31:23-03:00,2021-12-09 16:31:26-03:00,2021-12-09 16:41:54-03:00
13,1,6,1163,104395960,2021,December,09,05 PM,Argentina,Venezuela,0,"09/Dec/2021, 05:00, PM",6,0,436670218,7046433,SR_ARG_CALAFATE,0,0,4,436670218,17458,44,20,0,103,1920,10,436670218,24944,0,0,104395961,6,104395961,525178634,23338353705,23338353705,\ ,0,16,4,525178634,58164,44,20,0,103,1920,0,525178634,58166,0,0,"09/Dec/2021, 05:00, PM","09/Dec/2021, 05:10, PM",23338353705,ec16935b-f88d-4f9b-913f-664fccc40def,PT_Internas,PT_Internas,PT_Internas,PT_Internas,613,SEPCC7F76FD8AE1,CDPTTPR24-SIP-TRUNK,0,12,0,0,0,0,0,CCAFCUCM,0,,,0,,2,3,2,0,64,64,,,,10.15.7.26,10.151.77.31,103,0,11,436670218,24808,0,103,0,11,525178634,58170,0,0,,1,97A8A90000010000000000C6174D970A,0,0,0,,,9,,,0,0,SR_ARG_CALAFATE@cafvid.caf.com,23338353705@webex.com,23338353705@webex.com,23338353705@webex.com,,,,,0,0,0,([\\-.a-zA-Z0-9]?.[\\-.a-zA-Z0-9]?),([\\-.a-zA-Z0-9]?.[\\-.a-zA-Z0-9]?),([\\-.a-zA-Z0-9]?.[\\-.a-zA-Z0-9]?),,,,,,,,,,,,2021-12-09 17:00:03-03:00,2021-12-09 17:00:05-03:00,2021-12-09 17:10:18-03:00
14,1,6,1164,104395962,2021,December,09,05 PM,Argentina,Venezuela,0,"09/Dec/2021, 05:12, PM",6,0,436670218,7046433,SR_ARG_CALAFATE,0,16,4,436670218,17840,44,20,0,103,1920,10,436670218,24602,0,0,104395963,6,104395963,525178634,23338353705,23338353705,\ ,0,0,4,525178634,58192,44,20,0,103,1920,0,525178634,58194,0,0,"09/Dec/2021, 05:12, PM","09/Dec/2021, 05:13, PM",23338353705,10f6ec58-0f9a-48a4-bae2-83854c35e971,PT_Internas,PT_Internas,PT_Internas,PT_Internas,70,SEPCC7F76FD8AE1,CDPTTPR24-SIP-TRUNK,12,0,0,0,0,0,0,CCAFCUCM,0,,,0,,2,3,2,0,64,64,,,,10.15.7.26,10.151.77.31,103,0,11,436670218,26346,0,103,0,11,525178634,58198,0,0,,1,53B6A38000010000000000C7174D970A,0,0,0,,,9,,,0,0,SR_ARG_CALAFATE@cafvid.caf.com,23338353705@webex.com,23338353705@webex.com,23338353705@webex.com,,,,,0,0,0,([\\-.a-zA-Z0-9]?.[\\-.a-zA-Z0-9]?),([\\-.a-zA-Z0-9]?.[\\-.a-zA-Z0-9]?),([\\-.a-zA-Z0-9]?.[\\-.a-zA-Z0-9]?),,,,,,,,,,,,2021-12-09 17:12:28-03:00,2021-12-09 17:12:31-03:00,2021-12-09 17:13:41-03:00
15,1,3,5053,54061409,,,,,,Argentina,0,,3,54061409,329304074,2338,\ ,0,16,4,251660042,53154,6,20,0,103,320,10,251660042,53156,0,0,54061410,6,0,369561354,7046437,7046437,\ ,0,0,4,369561354,22760,6,20,0,103,320,10,369561354,26296,0,0,,,7046437,f9a030d0-8471-4341-94c2-ee1e680b8fec,PT_Internas,,PT_Internas,PT_Internas,210,SIP_TRUNK_V_CUCM,SEP00778D90C0A6,12,0,0,0,0,0,0,CCAFCUCM,0,,,0,,3,2,0,0,64,64,,,,10.7.0.15,10.15.7.22,103,0,11,251660042,53158,0,103,0,10,369561354,26044,0,1,8EBBD580000100000000132413A0C80A,0,,0,0,0,,,2,,,0,0,,SR_ARG_NEUQUEN@cafvid.caf.com,SR_ARG_NEUQUEN@cafvid.caf.com,SR_ARG_NEUQUEN@cafvid.caf.com,,,,,0,0,0,7046437,7046437,7046437,,,,,,,,,,,,,,
16,1,9,1147,154726399,2021,December,09,07 PM,Uruguay,Venezuela,0,"09/Dec/2021, 07:04, PM",9,0,520558090,7033219,FBORIT,0,16,4,520558090,22990,44,20,0,103,1920,10,520558090,25874,0,0,154726400,9,154726400,525178634,1149697092.cafvid,1149697092.cafvid,\ ,0,0,4,525178634,58228,44,20,0,103,1920,10,525178634,58230,0,0,"09/Dec/2021, 07:04, PM","09/Dec/2021, 07:19, PM",1149697092.cafvid,bf272d57-588c-4f27-b2d4-a088da35650e,PT_Internas,PT_Internas,PT_Internas,PT_Internas,933,SEP084FA91E33A5,CDPTTPR24-SIP-TRUNK,12,0,0,0,0,0,0,CCAFCUCM,0,,,0,,2,3,2,0,64,64,,,,10.22.7.31,10.151.77.31,103,0,11,520558090,25398,0,103,0,10,525178634,58234,0,0,,1,EB6FBE0000010000000000C9174D970A,0,0,0,,,9,,,0,0,vc_fborit@cafvid.caf.com,1149697092.cafvid@m.webex.com,1149697092.cafvid@m.webex.com,1149697092.cafvid@m.webex.com,,,,,0,0,0,1149697092.cafvid@m.webex.com,1149697092.cafvid@m.webex.com,1149697092.cafvid@m.webex.com,,,,,,,,,,,,2021-12-09 19:04:05-03:00,2021-12-09 19:04:10-03:00,2021-12-09 19:19:43-03:00
17,1,8,1097,137949575,2021,December,09,06 PM,Mexico,Venezuela,0,"09/Dec/2021, 06:00, PM",8,0,436671498,7036915,EUQUILLA,0,16,4,436671498,18750,44,20,0,103,1920,10,436671498,24636,0,0,137949576,8,137949576,525178634,1114749062.cafvid,1114749062.cafvid,\ ,0,0,4,525178634,58258,44,20,0,103,1936,10,525178634,58260,0,0,"09/Dec/2021, 06:00, PM","09/Dec/2021, 06:33, PM",1114749062.cafvid,060576fb-c56d-421a-893f-14d395027600,PT_Internas,PT_Internas,PT_Internas,PT_Internas,1970,SEP683B78983E50,CDPTTPR24-SIP-TRUNK,12,0,0,0,0,0,0,CCAFCUCM,0,,,0,,2,3,2,0,64,64,,,,10.20.7.26,10.151.77.31,103,0,11,436671498,24842,0,103,0,10,525178634,58264,0,0,,1,D1D274800001000000000092194D970A,0,0,0,,,9,,,0,0,vc_euquilla@cafvid.caf.com,1114749062.cafvid@m.webex.com,1114749062.cafvid@m.webex.com,1114749062.cafvid@m.webex.com,,,,,0,0,0,1114749062.cafvid@m.webex.com,1114749062.cafvid@m.webex.com,1114749062.cafvid@m.webex.com,,,,,,,,,,,,2021-12-09 18:00:38-05:00,2021-12-09 18:00:42-05:00,2021-12-09 18:33:32-05:00
18,1,3,5054,54061411,,,,,,Argentina,0,,3,54061411,329304074,2338,\ ,0,0,4,251660042,53182,6,20,0,103,320,10,251660042,53184,0,0,54061412,6,0,369561354,7046437,7046437,\ ,0,16,4,369561354,19644,6,20,0,103,320,10,369561354,24618,0,0,,,7046437,a9d35361-ac69-402d-b585-ed81d36551c1,PT_Internas,,PT_Internas,PT_Internas,1387,SIP_TRUNK_V_CUCM,SEP00778D90C0A6,0,12,0,0,0,0,0,CCAFCUCM,0,,,0,,3,2,0,0,64,64,,,,10.7.0.15,10.15.7.22,103,0,11,251660042,53186,0,103,0,10,369561354,26026,0,1,6E842900000100000000133413A0C80A,0,,0,0,0,,,2,,,0,0,,SR_ARG_NEUQUEN@cafvid.caf.com,SR_ARG_NEUQUEN@cafvid.caf.com,SR_ARG_NEUQUEN@cafvid.caf.com,,,,,0,0,0,7046437,7046437,7046437,,,,,,,,,,,,,,
19,1,9,1148,154726401,2021,December,10,10 AM,Uruguay,Venezuela,0,"10/Dec/2021, 10:35, AM",9,0,520558090,7033219,FBORIT,0,16,4,520558090,21910,44,20,0,103,1920,10,520558090,26258,0,0,154726402,9,154726402,525178634,1154061845.cafvid,1154061845.cafvid,\ ,0,0,4,525178634,58288,44,20,0,103,1920,10,525178634,58290,0,0,"10/Dec/2021, 10:35, AM","10/Dec/2021, 11:04, AM",1154061845.cafvid,186e0ccb-9eaa-4310-a17c-0df2f8a2a941,PT_Internas,PT_Internas,PT_Internas,PT_Internas,1733,SEP084FA91E33A5,CDPTTPR24-SIP-TRUNK,12,0,0,0,0,0,0,CCAFCUCM,0,,,0,,2,3,2,0,64,64,,,,10.22.7.31,10.151.77.31,103,0,11,520558090,24976,0,103,0,10,525178634,58294,0,0,,1,0256F48000010000000000CA174D970A,0,0,0,,,9,,,0,0,vc_fborit@cafvid.caf.com,1154061845.cafvid@m.webex.com,1154061845.cafvid@m.webex.com,1154061845.cafvid@m.webex.com,,,,,0,0,0,1154061845.cafvid@m.webex.com,1154061845.cafvid@m.webex.com,1154061845.cafvid@m.webex.com,,,,,,,,,,,,2021-12-10 10:35:18-03:00,2021-12-10 10:35:22-03:00,2021-12-10 11:04:15-03:00
20,1,6,1165,104395964,2021,December,10,10 AM,Argentina,Venezuela,0,"10/Dec/2021, 10:45, AM",6,0,369561354,7046437,\ ,0,16,4,369561354,22498,44,20,0,103,1920,10,369561354,25196,0,0,104395965,6,104395965,525178634,23449178782,23449178782,\ ,0,0,4,525178634,58316,44,20,0,103,1936,10,525178634,58318,0,0,"10/Dec/2021, 10:45, AM","10/Dec/2021, 12:53, PM",23449178782,a4cab5b8-4f65-4347-9a2d-34596e10b298,PT_Internas,PT_Internas,PT_Internas,PT_Internas,7641,SEP00778D90C0A6,CDPTTPR24-SIP-TRUNK,12,0,0,0,0,0,0,CCAFCUCM,0,,,0,,2,3,2,0,64,64,,,,10.15.7.22,10.151.77.31,103,0,11,369561354,26110,0,103,0,11,525178634,58322,0,0,,1,7A71EA0000010000000000CB174D970A,0,0,0,,,9,,,0,0,SR_ARG_NEUQUEN@cafvid.caf.com,23449178782@webex.com,23449178782@webex.com,23449178782@webex.com,,,,,0,0,0,([\\-.a-zA-Z0-9]?.[\\-.a-zA-Z0-9]?),([\\-.a-zA-Z0-9]?.[\\-.a-zA-Z0-9]?),([\\-.a-zA-Z0-9]?.[\\-.a-zA-Z0-9]?),,,,,,,,,,,,2021-12-10 10:45:49-03:00,2021-12-10 10:45:52-03:00,2021-12-10 12:53:13-03:00
21,1,6,1166,104395966,2021,December,10,03 PM,Argentina,Venezuela,0,"10/Dec/2021, 03:56, PM",6,0,369561354,7046437,\ ,0,16,4,369561354,23352,44,20,0,103,1920,10,369561354,25950,0,0,104395967,6,104395967,525178634,1146969683.cafvid,1146969683.cafvid,\ ,0,0,4,525178634,58348,44,20,0,103,1936,10,525178634,58350,0,0,"10/Dec/2021, 03:56, PM","10/Dec/2021, 05:51, PM",1146969683.cafvid,5cdbab9a-7f32-4a98-be9d-501adbd2f382,PT_Internas,PT_Internas,PT_Internas,PT_Internas,6863,SEP00778D90C0A6,CDPTTPR24-SIP-TRUNK,12,0,0,0,0,0,0,CCAFCUCM,0,,,0,,2,3,2,0,64,64,,,,10.15.7.22,10.151.77.31,103,0,11,369561354,24908,0,103,0,11,525178634,58354,0,0,,1,EFA6E48000010000000000CC174D970A,0,0,0,,,9,,,0,0,SR_ARG_NEUQUEN@cafvid.caf.com,1146969683.cafvid@m.webex.com,1146969683.cafvid@m.webex.com,1146969683.cafvid@m.webex.com,,,,,0,0,0,1146969683.cafvid@m.webex.com,1146969683.cafvid@m.webex.com,1146969683.cafvid@m.webex.com,,,,,,,,,,,,2021-12-10 15:56:54-03:00,2021-12-10 15:56:59-03:00,2021-12-10 17:51:22-03:00
22,1,9,1149,154726403,2021,December,13,02 PM,Uruguay,Venezuela,0,"13/Dec/2021, 02:41, PM",9,0,520558090,7033219,FBORIT,0,16,4,520558090,17110,44,20,0,103,1920,10,520558090,24668,0,0,154726404,9,154726404,525178634,1126746843.cafvid,1126746843.cafvid,\ ,0,0,4,525178634,58424,44,20,0,103,1920,10,525178634,58426,0,0,"13/Dec/2021, 02:41, PM","13/Dec/2021, 02:56, PM",1126746843.cafvid,7c7b5097-efbe-42d8-a89c-944eeefb0afa,PT_Internas,PT_Internas,PT_Internas,PT_Internas,884,SEP084FA91E33A5,CDPTTPR24-SIP-TRUNK,12,0,0,0,0,0,0,CCAFCUCM,0,,,0,,2,3,2,0,64,64,,,,10.22.7.31,10.151.77.31,103,0,11,520558090,26114,0,103,0,10,525178634,58430,0,0,,1,F24C48800001000000000094194D970A,0,0,0,,,9,,,0,0,vc_fborit@cafvid.caf.com,1126746843.cafvid@m.webex.com,1126746843.cafvid@m.webex.com,1126746843.cafvid@m.webex.com,,,,,0,0,0,1126746843.cafvid@m.webex.com,1126746843.cafvid@m.webex.com,1126746843.cafvid@m.webex.com,,,,,,,,,,,,2021-12-13 14:41:50-03:00,2021-12-13 14:41:53-03:00,2021-12-13 14:56:37-03:00
23,1,8,1098,137949577,2021,December,13,12 PM,Mexico,Venezuela,0,"13/Dec/2021, 12:00, PM",8,0,453448714,7046932,SR_MEX_CHICHEN,0,16,4,453448714,19616,44,20,0,103,1920,10,453448714,25426,0,0,137949578,8,137949578,525178634,1132476864.cafvid,1132476864.cafvid,\ ,0,0,4,525178634,58394,44,20,0,103,1936,10,525178634,58396,0,0,"13/Dec/2021, 12:00, PM","13/Dec/2021, 02:41, PM",1132476864.cafvid,bdbf41d9-41bb-4eae-a02f-393e14952fce,PT_Internas,PT_Internas,PT_Internas,PT_Internas,9642,SEP6C310EC84AE9,CDPTTPR24-SIP-TRUNK,12,0,0,0,0,0,0,CCAFCUCM,0,,,0,,2,3,2,0,64,64,,,,10.20.7.27,10.151.77.31,103,0,11,453448714,25380,0,103,0,11,525178634,58400,0,0,,1,21F852000001000000000093194D970A,0,0,0,,,9,,,0,0,SR_MEX_CHICHEN@cafvid.caf.com,1132476864.cafvid@m.webex.com,1132476864.cafvid@m.webex.com,1132476864.cafvid@m.webex.com,,,,,0,0,0,1132476864.cafvid@m.webex.com,1132476864.cafvid@m.webex.com,1132476864.cafvid@m.webex.com,,,,,,,,,,,,2021-12-13 12:00:13-05:00,2021-12-13 12:00:19-05:00,2021-12-13 14:41:01-05:00
24,1,8,1099,137949579,2021,December,13,02 PM,Mexico,Venezuela,0,"13/Dec/2021, 02:41, PM",8,0,453448714,7046932,SR_MEX_CHICHEN,0,0,4,453448714,20522,44,20,0,103,1920,10,453448714,25704,0,0,137949580,8,137949580,525178634,1185842135.cafvid,1185842135.cafvid,\ ,0,16,4,525178634,58500,44,20,0,103,1936,10,525178634,58502,0,0,"13/Dec/2021, 02:41, PM","13/Dec/2021, 05:05, PM",1185842135.cafvid,6c8ec71b-6020-4629-ba86-7d461ee3e67e,PT_Internas,PT_Internas,PT_Internas,PT_Internas,8659,SEP6C310EC84AE9,CDPTTPR24-SIP-TRUNK,0,12,0,0,0,0,0,CCAFCUCM,0,,,0,,2,3,2,0,64,64,,,,10.20.7.27,10.151.77.31,103,0,11,453448714,25982,0,103,0,11,525178634,58506,0,0,,1,9938E0800001000000000095194D970A,0,0,0,,,9,,,0,0,SR_MEX_CHICHEN@cafvid.caf.com,1185842135.cafvid@m.webex.com,1185842135.cafvid@m.webex.com,1185842135.cafvid@m.webex.com,,,,,0,0,0,1185842135.cafvid@m.webex.com,1185842135.cafvid@m.webex.com,1185842135.cafvid@m.webex.com,,,,,,,,,,,,2021-12-13 14:41:02-05:00,2021-12-13 14:41:07-05:00,2021-12-13 17:05:26-05:00
25,1,9,1151,154726408,2021,December,14,11 AM,Uruguay,Uruguay,0,"14/Dec/2021, 11:46, AM",9,0,570889738,7043124,SR_URU_URUGUAY,0,16,4,570889738,22416,44,20,0,103,1936,10,570889738,24646,0,0,154726409,9,154726409,185013770,23460053511,23460053511,\ ,0,0,4,185013770,53276,44,20,0,103,1920,0,185013770,63692,0,0,"14/Dec/2021, 11:46, AM","14/Dec/2021, 11:52, AM",23460053511,e723a7ff-c5e2-4fa7-b36e-e8f21070061e,PT_VM_URU,PT_Internas,PT_VM_URU,PT_VM_URU,338,SEP683B7851E7CB,URUTTPR01-SIP-TRUNK,12,0,0,0,0,0,0,CCAFCUCM,0,,,0,,2,3,0,0,64,64,,,,10.22.7.34,10.22.7.11,103,0,11,570889738,25516,0,103,0,11,185013770,63222,0,0,,1,A60D1100000100000000000C1A4D970A,0,0,0,,,9,,,0,0,SR_URU_URUGUAY@cafvid.caf.com,23460053511@cafwbx.webex.com,23460053511@cafwbx.webex.com,23460053511@cafwbx.webex.com,,,,,0,0,0,([mM][oO][cC].[xX][eE][bB][eE][wW].[xX][bB][wW][fF,([mM][oO][cC].[xX][eE][bB][eE][wW].[xX][bB][wW][fF,([mM][oO][cC].[xX][eE][bB][eE][wW].[xX][bB][wW][fF,,,,,,,,,,,,2021-12-14 11:46:43-03:00,2021-12-14 11:46:45-03:00,2021-12-14 11:52:23-03:00
26,1,3,5056,54061415,,,,,,Colombia,0,,3,54061415,329304074,2338,\ ,0,0,4,251660042,53210,6,20,0,103,320,10,251660042,53212,0,0,54061416,9,0,503778058,7047332,7047332,SR_COL_QUIMBAYA,0,16,4,503778058,17264,6,20,0,103,320,10,503778058,24752,0,0,,,7047332,ce9f83fd-3822-4b2c-8bb9-555cdda209df,PT_Internas,,PT_Internas,PT_Internas,89,SIP_TRUNK_V_CUCM,SEP703509C41409,0,12,0,0,0,0,0,CCAFCUCM,0,,,0,,3,2,0,0,64,64,,,,10.7.0.15,10.11.7.30,103,0,11,251660042,53214,0,103,0,10,503778058,25182,0,1,CD18128000010000000013B213A0C80A,0,,0,0,0,,,2,,,0,0,,SR_COL_QUIMBAYA@cafvid.caf.com,SR_COL_QUIMBAYA@cafvid.caf.com,SR_COL_QUIMBAYA@cafvid.caf.com,,,,,0,0,0,7047332,7047332,7047332,,,,,,,,,,,,,,
27,1,8,1100,137949581,2021,December,14,10 AM,Panama,Venezuela,0,"14/Dec/2021, 10:17, AM",8,0,386339082,7045427,SR_PAN_CHAGRES,0,16,4,386339082,22496,44,20,0,103,1920,10,386339082,25818,0,0,137949582,8,137949582,525178634,1186486940.cafvid,1186486940.cafvid,\ ,0,0,4,525178634,58560,44,20,0,103,1936,10,525178634,58562,0,0,"14/Dec/2021, 10:17, AM","14/Dec/2021, 11:14, AM",1186486940.cafvid,5650430b-5e7e-4780-92e1-ebb85fc11ab7,PT_Internas,PT_Internas,PT_Internas,PT_Internas,3432,SEP00778D90B959,CDPTTPR24-SIP-TRUNK,12,0,0,0,0,0,0,CCAFCUCM,0,,,0,,2,3,2,0,64,64,,,,10.17.7.23,10.151.77.31,103,0,11,386339082,24778,0,103,0,11,525178634,58566,0,0,,1,E70724800001000000000097194D970A,0,0,0,,,9,,,0,0,SR_PAN_CHAGRES@cafvid.caf.com,1186486940.cafvid@m.webex.com,1186486940.cafvid@m.webex.com,1186486940.cafvid@m.webex.com,,,,,0,0,0,1186486940.cafvid@m.webex.com,1186486940.cafvid@m.webex.com,1186486940.cafvid@m.webex.com,,,,,,,,,,,,2021-12-14 10:17:10-05:00,2021-12-14 10:17:13-05:00,2021-12-14 11:14:25-05:00
28,1,9,1152,154726410,2021,December,14,09 AM,Colombia,Venezuela,0,"14/Dec/2021, 09:56, AM",9,0,503778058,7047332,SR_COL_QUIMBAYA,0,16,4,503778058,20600,44,20,0,103,1920,10,503778058,26352,0,0,154726411,9,154726411,525178634,1154480053.cafvid,1154480053.cafvid,\ ,0,0,4,525178634,58530,44,20,0,103,1936,10,525178634,58532,0,0,"14/Dec/2021, 09:56, AM","14/Dec/2021, 11:38, AM",1154480053.cafvid,b60f5cf4-ccae-47e2-9ccf-644ecc3df821,PT_Internas,PT_Internas,PT_Internas,PT_Internas,6082,SEP703509C41409,CDPTTPR24-SIP-TRUNK,12,0,0,0,0,0,0,CCAFCUCM,0,,,0,,2,3,2,0,64,64,,,,10.11.7.30,10.151.77.31,103,0,11,503778058,24760,0,103,0,11,525178634,58536,0,0,,1,0D7790800001000000000096194D970A,0,0,0,,,9,,,0,0,SR_COL_QUIMBAYA@cafvid.caf.com,1154480053.cafvid@m.webex.com,1154480053.cafvid@m.webex.com,1154480053.cafvid@m.webex.com,,,,,0,0,0,1154480053.cafvid@m.webex.com,1154480053.cafvid@m.webex.com,1154480053.cafvid@m.webex.com,,,,,,,,,,,,2021-12-14 09:56:46-05:00,2021-12-14 09:56:50-05:00,2021-12-14 11:38:12-05:00
